x,y,z,id,S_precipitate
0,0,0,0,240557520.85666
0.10016694490818,0,0,0.10016694490818,246438876.57222
0.20033388981636,0,0,0.20033388981636,252320232.28777
0.30050083472454,0,0,0.30050083472454,255114325.58965
0.40066777963272,0,0,0.40066777963272,254872185.60866
0.5008347245409,0,0,0.5008347245409,254632227.95623
0.60100166944908,0,0,0.60100166944908,254651967.40334
0.70116861435726,0,0,0.70116861435726,254671706.85045
0.80133555926544,0,0,0.80133555926544,254684879.72912
0.90150250417362,0,0,0.90150250417362,254691806.35976
1.0016694490818,0,0,1.0016694490818,254698715.05472
1.10183639399,0,0,1.10183639399,254704565.54469
1.2020033388982,0,0,1.2020033388982,254710416.03466
1.3021702838063,0,0,1.3021702838063,254716266.52463
1.4023372287145,0,0,1.4023372287145,254722117.01461
1.5025041736227,0,0,1.5025041736227,254727967.50458
1.6026711185309,0,0,1.6026711185309,254733817.99455
1.7028380634391,0,0,1.7028380634391,254739668.48452
1.8030050083472,0,0,1.8030050083472,254745518.9745
1.9031719532554,0,0,1.9031719532554,254751369.46447
2.0033388981636,0,0,2.0033388981636,254757155.18817
2.1035058430718,0,0,2.1035058430718,254761062.68988
2.20367278798,0,0,2.20367278798,254764970.1916
2.3038397328881,0,0,2.3038397328881,254768877.69331
2.4040066777963,0,0,2.4040066777963,254772785.19503
2.5041736227045,0,0,2.5041736227045,254776692.69674
2.6043405676127,0,0,2.6043405676127,254780600.19846
2.7045075125209,0,0,2.7045075125209,254784507.70018
2.804674457429,0,0,2.804674457429,254788415.20189
2.9048414023372,0,0,2.9048414023372,254792322.70361
3.0050083472454,0,0,3.0050083472454,254796142.26084
3.1051752921536,0,0,3.1051752921536,254798290.87282
3.2053422370618,0,0,3.2053422370618,254800439.4848
3.30550918197,0,0,3.30550918197,254802588.09679
3.4056761268781,0,0,3.4056761268781,254804736.70877
3.5058430717863,0,0,3.5058430717863,254806885.32075
3.6060100166945,0,0,3.6060100166945,254809033.93274
3.7061769616027,0,0,3.7061769616027,254811182.54472
3.8063439065109,0,0,3.8063439065109,254813331.1567
3.906510851419,0,0,3.906510851419,254815479.76868
4.0066777963272,0,0,4.0066777963272,254817570.76844
4.1068447412354,0,0,4.1068447412354,254818855.19704
4.2070116861436,0,0,4.2070116861436,254820139.62563
4.3071786310518,0,0,4.3071786310518,254821424.05423
4.4073455759599,0,0,4.4073455759599,254822708.48283
4.5075125208681,0,0,4.5075125208681,254823992.91142
4.6076794657763,0,0,4.6076794657763,254825277.34002
4.7078464106845,0,0,4.7078464106845,254826561.76862
4.8080133555927,0,0,4.8080133555927,254827846.19721
4.9081803005008,0,0,4.9081803005008,254829130.62581
5.008347245409,0,0,5.008347245409,254830365.2952
5.1085141903172,0,0,5.1085141903172,254831052.61333
5.2086811352254,0,0,5.2086811352254,254831739.93146
5.3088480801336,0,0,5.3088480801336,254832427.24959
5.4090150250417,0,0,5.4090150250417,254833114.56772
5.5091819699499,0,0,5.5091819699499,254833801.88585
5.6093489148581,0,0,5.6093489148581,254834489.20397
5.7095158597663,0,0,5.7095158597663,254835176.5221
5.8096828046745,0,0,5.8096828046745,254835863.84023
5.9098497495826,0,0,5.9098497495826,254836551.15836
6.0100166944908,0,0,6.0100166944908,254837205.75932
6.110183639399,0,0,6.110183639399,254837565.90579
6.2103505843072,0,0,6.2103505843072,254837926.05226
6.3105175292154,0,0,6.3105175292154,254838286.19873
6.4106844741235,0,0,6.4106844741235,254838646.3452
6.5108514190317,0,0,6.5108514190317,254839006.49167
6.6110183639399,0,0,6.6110183639399,254839366.63814
6.7111853088481,0,0,6.7111853088481,254839726.78461
6.8113522537563,0,0,6.8113522537563,254840086.93108
6.9115191986644,0,0,6.9115191986644,254840447.07755
7.0116861435726,0,0,7.0116861435726,254840785.64685
7.1118530884808,0,0,7.1118530884808,254840960.84613
7.212020033389,0,0,7.212020033389,254841136.04541
7.3121869782972,0,0,7.3121869782972,254841311.24469
7.4123539232053,0,0,7.4123539232053,254841486.44397
7.5125208681135,0,0,7.5125208681135,254841661.64325
7.6126878130217,0,0,7.6126878130217,254841836.84253
7.7128547579299,0,0,7.7128547579299,254842012.04181
7.8130217028381,0,0,7.8130217028381,254842187.24109
7.9131886477462,0,0,7.9131886477462,254842362.44037
8.0133555926544,0,0,8.0133555926544,254842525.29041
8.1135225375626,0,0,8.1135225375626,254842607.8704
8.2136894824708,0,0,8.2136894824708,254842690.45039
8.313856427379,0,0,8.313856427379,254842773.03038
8.4140233722871,0,0,8.4140233722871,254842855.61037
8.5141903171953,0,0,8.5141903171953,254842938.19036
8.6143572621035,0,0,8.6143572621035,254843020.77035
8.7145242070117,0,0,8.7145242070117,254843103.35034
8.8146911519199,0,0,8.8146911519199,254843185.93033
8.914858096828,0,0,8.914858096828,254843268.51032
9.0150250417362,0,0,9.0150250417362,254843345.24156
9.1151919866444,0,0,9.1151919866444,254843388.82989
9.2153589315526,0,0,9.2153589315526,254843432.41822
9.3155258764608,0,0,9.3155258764608,254843476.00654
9.4156928213689,0,0,9.4156928213689,254843519.59487
9.5158597662771,0,0,9.5158597662771,254843563.1832
9.6160267111853,0,0,9.6160267111853,254843606.77152
9.7161936560935,0,0,9.7161936560935,254843650.35985
9.8163606010017,0,0,9.8163606010017,254843693.94818
9.9165275459098,0,0,9.9165275459098,254843737.5365
10.016694490818,0,0,10.016694490818,254843780.90565
10.116861435726,0,0,10.116861435726,254843823.17887
10.217028380634,0,0,10.217028380634,254843865.45209
10.317195325543,0,0,10.317195325543,254843907.72532
10.417362270451,0,0,10.417362270451,254843949.99854
10.517529215359,0,0,10.517529215359,254843992.27176
10.617696160267,0,0,10.617696160267,254844034.54498
10.717863105175,0,0,10.717863105175,254844076.81821
10.818030050083,0,0,10.818030050083,254844119.09143
10.918196994992,0,0,10.918196994992,254844161.36465
11.0183639399,0,0,11.0183639399,254844210.14914
11.118530884808,0,0,11.118530884808,254844287.93833
11.218697829716,0,0,11.218697829716,254844365.72752
11.318864774624,0,0,11.318864774624,254844443.51671
11.419031719533,0,0,11.419031719533,254844521.3059
11.519198664441,0,0,11.519198664441,254844599.09509
11.619365609349,0,0,11.619365609349,254844676.88428
11.719532554257,0,0,11.719532554257,254844754.67347
11.819699499165,0,0,11.819699499165,254844832.46266
11.919866444073,0,0,11.919866444073,254844910.25185
12.020033388982,0,0,12.020033388982,254845005.60594
12.12020033389,0,0,12.12020033389,254845171.21966
12.220367278798,0,0,12.220367278798,254845336.83337
12.320534223706,0,0,12.320534223706,254845502.44708
12.420701168614,0,0,12.420701168614,254845668.0608
12.520868113523,0,0,12.520868113523,254845833.67451
12.621035058431,0,0,12.621035058431,254845999.28822
12.721202003339,0,0,12.721202003339,254846164.90194
12.821368948247,0,0,12.821368948247,254846330.51565
12.921535893155,0,0,12.921535893155,254846496.12936
13.021702838063,0,0,13.021702838063,254846699.53906
13.121869782972,0,0,13.121869782972,254847039.59576
13.22203672788,0,0,13.22203672788,254847379.65246
13.322203672788,0,0,13.322203672788,254847719.70916
13.422370617696,0,0,13.422370617696,254848059.76587
13.522537562604,0,0,13.522537562604,254848399.82257
13.622704507513,0,0,13.622704507513,254848739.87927
13.722871452421,0,0,13.722871452421,254849079.93597
13.823038397329,0,0,13.823038397329,254849419.99268
13.923205342237,0,0,13.923205342237,254849760.04938
14.023372287145,0,0,14.023372287145,254850174.68574
14.123539232053,0,0,14.123539232053,254850834.36953
14.223706176962,0,0,14.223706176962,254851494.05332
14.32387312187,0,0,14.32387312187,254852153.73712
14.424040066778,0,0,14.424040066778,254852813.42091
14.524207011686,0,0,14.524207011686,254853473.1047
14.624373956594,0,0,14.624373956594,254854132.7885
14.724540901503,0,0,14.724540901503,254854792.47229
14.824707846411,0,0,14.824707846411,254855452.15609
14.924874791319,0,0,14.924874791319,254856111.83988
15.025041736227,0,0,15.025041736227,254856910.11146
15.125208681135,0,0,15.125208681135,254858124.14642
15.225375626043,0,0,15.225375626043,254859338.18138
15.325542570952,0,0,15.325542570952,254860552.21634
